序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接,产业链环节,角色
41,002080,中材科技,核心业务玻纤稳中向好，隔膜盈利水平有望持续优化,买入,太平洋,0,,,,,,,玻璃玻纤,2022-08-19,https://pdf.dfcfw.com/pdf/H3_AP202208191577369882_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
26,601208,东材科技,半导体、5G载板材料放量，国产替代换挡提速,买入,中航证券,0,,,,,,,塑料,2022-08-19,https://pdf.dfcfw.com/pdf/H3_AP202208191577369318_1.pdf,电子树脂（特种树脂）,主要参与者
9,688388,嘉元科技,2022年半年报点评：Q2盈利承压，下半年盈利有望好转,买入,东吴证券,0,,,,,,,电池,2022-08-18,https://pdf.dfcfw.com/pdf/H3_AP202208181577332108_1.pdf,电子铜箔,主要参与者
43,002080,中材科技,三大业务产能持续投放，锂膜盈利大幅提升,买入,中银证券,0,,,,,,,玻璃玻纤,2022-08-18,https://pdf.dfcfw.com/pdf/H3_AP202208181577334224_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
42,002080,中材科技,2022年半年报点评：玻纤贡献主要增量，继续看好风电回暖、锂膜盈利改善,买入,民生证券,0,,,,,,,玻璃玻纤,2022-08-18,https://pdf.dfcfw.com/pdf/H3_AP202208181577347015_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
46,600183,生益科技,1H22 results miss; Maintain HOLD,持有,招银国际,0,,,,,,,元件,2022-08-17,https://pdf.dfcfw.com/pdf/H3_AP202208171577294265_1.pdf,核心CCL,龙头
47,600183,生益科技,公司信息更新报告：2022H1覆铜板需求与成本承压，公司凸显经营韧性,买入,开源证券,0,,,,,,,元件,2022-08-16,https://pdf.dfcfw.com/pdf/H3_AP202208161577257657_1.pdf,核心CCL,龙头
48,600183,生益科技,困境中展现强大阿尔法，反转时机即将到来,买入,国金证券,0,,,,,,,元件,2022-08-15,https://pdf.dfcfw.com/pdf/H3_AP202208151577219554_1.pdf,核心CCL,龙头
17,300586,美联新材,布局钠电拓展电池材料，隔膜产能扩张业绩可期,买入,华安证券,0,,,,,,,塑料,2022-08-09,https://pdf.dfcfw.com/pdf/H3_AP202208091577029530_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
100,600176,中国巨石,“低成本、高技术、大市场”世界级玻纤龙头,买入,中银证券,0,,,,,,,玻璃玻纤,2022-08-03,https://pdf.dfcfw.com/pdf/H3_AP202208031576835178_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
18,300586,美联新材,强竞争力塑造隔膜新星，降本增利扩产业绩释放,买入,华安证券,0,,,,,,,塑料,2022-07-28,https://pdf.dfcfw.com/pdf/H3_AP202207281576626711_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
101,600176,中国巨石,2022Q2扣非净利润保持韧性，产品结构持续优化,买入,华安证券,0,,,,,,,玻璃玻纤,2022-07-21,https://pdf.dfcfw.com/pdf/H3_AP202207211576405245_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
102,600176,中国巨石,2022H1归母净利高增长，持续关注行业供需,买入,中银证券,0,,,,,,,玻璃玻纤,2022-07-12,https://pdf.dfcfw.com/pdf/H3_AP202207121576087023_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
103,600176,中国巨石,产品结构升级和海外布局优化发展赛道,买入,东兴证券,0,,,,,,,玻璃玻纤,2022-07-12,https://pdf.dfcfw.com/pdf/H3_AP202207121576086264_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
49,600183,生益科技,下游需求分化，长期看好原材料价格趋稳带来的成本改善,买入,华安证券,0,,,,,,,元件,2022-06-13,https://pdf.dfcfw.com/pdf/H3_AP202206131571862142_1.pdf,核心CCL,龙头
44,002080,中材科技,深度报告：新材平台，乘风而上,买入,民生证券,0,,,,,,,玻璃玻纤,2022-06-09,https://pdf.dfcfw.com/pdf/H3_AP202206091571037561_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
45,002080,中材科技,玻纤、叶片行业龙头布局锂膜打造第三增长点,买入,中银证券,0,,,,,,,玻璃玻纤,2022-05-11,https://pdf.dfcfw.com/pdf/H3_AP202205111564940777_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
9,301217,铜冠铜箔,6μm占比提升增厚利润，产能扩张有序推进,买入,华安证券,0,,,,,,,电池,2022-05-07,https://pdf.dfcfw.com/pdf/H3_AP202205071564045188_1.pdf,电子铜箔,国内龙头
5,600110,诺德股份,一季报符合预期，铜箔盈利能力稳定高位,买入,西南证券,0,,,,,,,电池,2022-05-05,https://pdf.dfcfw.com/pdf/H3_AP202205051563625831_1.pdf,电子铜箔,主要参与者
50,600183,生益科技,公司信息更新报告：下游消费类需求减弱，材料升级持续注入成长活力,买入,开源证券,0,,,,,,,元件,2022-05-04,https://pdf.dfcfw.com/pdf/H3_AP202205041563537027_1.pdf,核心CCL,龙头
27,601208,东材科技,业绩超预期，逐步成长为新材料平台型公司,买入,国金证券,0,,,,,,,塑料,2022-05-04,https://pdf.dfcfw.com/pdf/H3_AP202205041563498973_1.pdf,电子树脂（特种树脂）,主要参与者
6,600110,诺德股份,2022年一季报点评：业绩环比恢复，符合市场预期,买入,东吴证券,0,,,,,,,电池,2022-04-28,https://pdf.dfcfw.com/pdf/H3_AP202204281562216233_1.pdf,电子铜箔,主要参与者
10,688388,嘉元科技,2022年一季度业绩点评：2022年一季度数据亮眼，为全年业绩奠定基础,买入,东莞证券,0,,,,,,,电池,2022-04-28,https://pdf.dfcfw.com/pdf/H3_AP202204281562154369_1.pdf,电子铜箔,主要参与者
7,600110,诺德股份,2022年一季报点评：净利率上涨，锂电铜箔龙头产能稳步扩张,买入,民生证券,0,,,,,,,电池,2022-04-28,https://pdf.dfcfw.com/pdf/H3_AP202204281562140784_1.pdf,电子铜箔,主要参与者
12,688388,嘉元科技,深度报告：专注极薄铜箔发展，引领行业技术迭代,买入,东莞证券,0,,,,,,,电池,2022-04-27,https://pdf.dfcfw.com/pdf/H3_AP202204271561965014_1.pdf,电子铜箔,主要参与者
104,600176,中国巨石,公司22Q1业绩超预期，产能稳步提升，建议“买进”,增持,群益证券,0,,,,,,,玻璃玻纤,2022-04-27,https://pdf.dfcfw.com/pdf/H3_AP202204271561932696_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
11,688388,嘉元科技,高性能锂电铜箔龙头，顺行业景气加速扩产,买入,东吴证券,0,,,,,,,电池,2022-04-27,https://pdf.dfcfw.com/pdf/H3_AP202204271561980384_1.pdf,电子铜箔,主要参与者
107,600176,中国巨石,2022年一季报点评：超预期开门红，受益量价同比齐升+海外高景气,买入,民生证券,0,,,,,,,玻璃玻纤,2022-04-26,https://pdf.dfcfw.com/pdf/H3_AP202204261561664063_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
106,600176,中国巨石,Q1业绩稳中有升，公司布局上游钙质原材料、冷修技改旧产线，竞争优势进一步扩大,买入,中银证券,0,,,,,,,玻璃玻纤,2022-04-26,https://pdf.dfcfw.com/pdf/H3_AP202204261561709170_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
105,600176,中国巨石,Q1业绩再创新高，玻纤龙头优势凸显,买入,国信证券,0,,,,,,,玻璃玻纤,2022-04-26,https://pdf.dfcfw.com/pdf/H3_AP202204261561764293_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
46,002080,中材科技,业绩符合预期，三大主业加速布局,买入,国信证券,0,,,,,,,玻璃玻纤,2022-04-25,https://pdf.dfcfw.com/pdf/H3_AP202204251561475287_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
47,002080,中材科技,2022年一季报点评：玻纤高景气贡献主要利润，继续关注新材料增长极,买入,民生证券,0,,,,,,,玻璃玻纤,2022-04-24,https://pdf.dfcfw.com/pdf/H3_AP202204241561264815_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
48,002080,中材科技,玻纤、风电产能持续投放，锂膜业务潜力巨大,买入,中银证券,0,,,,,,,玻璃玻纤,2022-04-22,https://pdf.dfcfw.com/pdf/H3_AP202204221560890169_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
10,600110,诺德股份,2021年年报点评：产能扩张+结构优化，锂电铜箔龙头地位稳固,买入,民生证券,0,,,,,,,电池,2022-04-20,https://pdf.dfcfw.com/pdf/H3_AP202204201560377688_1.pdf,电子铜箔,主要参与者
8,600110,诺德股份,高技术壁垒加持，盈利能力稳中向好,买入,西南证券,0,,,,,,,电池,2022-04-20,https://pdf.dfcfw.com/pdf/H3_AP202204201560437573_1.pdf,电子铜箔,主要参与者
9,600110,诺德股份,2021年报点评：公司量利齐升同比高增长，22年高景气度持续,买入,东吴证券,0,,,,,,,电池,2022-04-20,https://pdf.dfcfw.com/pdf/H3_AP202204201560437359_1.pdf,电子铜箔,主要参与者
15,688519,南亚新材,公司信息更新报告：覆铜板价格回落，中长期着眼于长期产品组合优化,买入,开源证券,0,,,,,,,元件,2022-04-18,https://pdf.dfcfw.com/pdf/H3_AP202204181560062798_1.pdf,核心CCL,主要参与者
28,601208,东材科技,业绩高速增长，看好长期成长,买入,国金证券,0,,,,,,,塑料,2022-03-31,https://pdf.dfcfw.com/pdf/H3_AP202203311556293892_1.pdf,电子树脂（特种树脂）,主要参与者
51,600183,生益科技,公司信息更新报告：开启“材料决定产品”新纪元，有望凸显经营韧性,买入,开源证券,0,,,,,,,元件,2022-03-31,https://pdf.dfcfw.com/pdf/H3_AP202203311556348578_1.pdf,核心CCL,龙头
13,688388,嘉元科技,产品结构优化，产能扩张，未来业绩可期,买入,华安证券,0,,,,,,,电池,2022-03-29,https://pdf.dfcfw.com/pdf/H3_AP202203291555699349_1.pdf,电子铜箔,主要参与者
108,600176,中国巨石,深度报告：全球玻纤王者，中国制造典范,买入,民生证券,0,,,,,,,玻璃玻纤,2022-03-27,https://pdf.dfcfw.com/pdf/H3_AP202203271555303880_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
14,688388,嘉元科技,极薄铜箔优质供应商，积极扩产迎接需求爆发,买入,西南证券,0,,,,,,,电池,2022-03-25,https://pdf.dfcfw.com/pdf/H3_AP202203251554890118_1.pdf,电子铜箔,主要参与者
111,600176,中国巨石,全年业绩高增，玻纤行业高景气有望延续,买入,中银证券,0,,,,,,,玻璃玻纤,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211553951961_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
49,002080,中材科技,年报点评：玻纤量价齐升，重视新材料增长极,买入,民生证券,0,,,,,,,玻璃玻纤,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211553998231_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
109,600176,中国巨石,产品结构优化带来新成长,买入,东兴证券,0,,,,,,,玻璃玻纤,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211554008056_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
50,002080,中材科技,三驾马车周期中成长，长期穿越周期,买入,西南证券,0,,,,,,,玻璃玻纤,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211553998218_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
110,600176,中国巨石,业绩再创新高，玻纤龙头领“纤”成长,买入,国信证券,0,,,,,,,玻璃玻纤,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211553998471_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
51,002080,中材科技,玻纤、锂膜产能快速扩张，风电业务长期向好,买入,中银证券,0,,,,,,,玻璃玻纤,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211553947651_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
52,002080,中材科技,公司信息更新报告：玻纤景气度高涨、隔膜放量弹性可期,买入,开源证券,0,,,,,,,玻璃玻纤,2022-03-20,https://pdf.dfcfw.com/pdf/H3_AP202203201553828088_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
53,002080,中材科技,深度布局优质赛道，多业务全面推进,买入,国信证券,0,,,,,,,玻璃玻纤,2022-03-18,https://pdf.dfcfw.com/pdf/H3_AP202203181553429965_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
38,605589,圣泉集团,合成树脂、生物质化工齐头并进 产业链升级释放成长,增持,申港证券,0,,,,,,,塑料,2022-03-03,https://pdf.dfcfw.com/pdf/H3_AP202203031550316045_1.pdf,电子树脂（特种树脂）,主要参与者
16,688519,南亚新材,公司信息更新报告：覆铜板价格回落，内生优化与产品升级蓄力,买入,开源证券,0,,,,,,,元件,2022-02-22,https://pdf.dfcfw.com/pdf/H3_AP202202221548556368_1.pdf,核心CCL,主要参与者
11,600110,诺德股份,业绩预告点评：产能扩张加速，公司量利齐升,买入,东吴证券,0,,,,,,,电池,2022-02-08,https://pdf.dfcfw.com/pdf/H3_AP202202081545684142_1.pdf,电子铜箔,主要参与者
52,600183,生益科技,Weaker 4Q21 with limited pricing upside in 2022；D/G to HOLD,持有,招银国际,0,,,,,,,元件,2022-01-27,https://pdf.dfcfw.com/pdf/H3_AP202201271542940063_1.pdf,核心CCL,龙头
53,600183,生益科技,公司信息更新报告：2021Q4覆铜板价格回落，不改中长期结构升级趋势,买入,开源证券,0,,,,,,,元件,2022-01-27,https://pdf.dfcfw.com/pdf/H3_AP202201271542849558_1.pdf,核心CCL,龙头
10,301217,铜冠铜箔,“标箔+锂电铜箔”双核驱动，尽享行业高增长红利,买入,华安证券,0,,,,,,,电池,2022-01-27,https://pdf.dfcfw.com/pdf/H3_AP202201271542994863_1.pdf,电子铜箔,国内龙头
29,601208,东材科技,业绩符合预期，成长逐步落地,买入,国金证券,0,,,,,,,塑料,2022-01-20,https://pdf.dfcfw.com/pdf/H3_AP202201201541480594_1.pdf,电子树脂（特种树脂）,主要参与者
112,600176,中国巨石,Q4扣非环比持平，非经常损益远超预期,买入,中银证券,0,,,,,,,玻璃玻纤,2022-01-12,https://pdf.dfcfw.com/pdf/H3_AP202201121539954916_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
54,600183,生益科技,常熟生益获担保，新产能运营得到资金支持,买入,国金证券,0,,,,,,,元件,2021-12-30,https://pdf.dfcfw.com/pdf/H3_AP202112301537456772_1.pdf,核心CCL,龙头
17,688519,南亚新材,产能释放符合预期，高端产品加码助力未来,买入,国金证券,0,,,,,,,元件,2021-12-28,https://pdf.dfcfw.com/pdf/H3_AP202112281537179427_1.pdf,核心CCL,主要参与者
54,002080,中材科技,优化产品结构，材料外延升级,买入,民生证券,0,,,,,,,玻璃玻纤,2021-12-24,https://pdf.dfcfw.com/pdf/H3_AP202112241536478899_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
18,688519,南亚新材,为子公司提供担保，快速成长通道即将打开,买入,国金证券,0,,,,,,,元件,2021-12-19,https://pdf.dfcfw.com/pdf/H3_AP202112191535499278_1.pdf,核心CCL,主要参与者
6,603186,华正新材,蜂窝板资产整合有利发展，材料平台逐渐形成,买入,国金证券,0,,,,,,,元件,2021-12-03,https://pdf.dfcfw.com/pdf/H3_AP202112031532569905_1.pdf,核心CCL,主要参与者
19,688519,南亚新材,回购彰显信心，无需过多担心周期问题,买入,国金证券,0,,,,,,,元件,2021-12-02,https://pdf.dfcfw.com/pdf/H3_AP202112021532357403_1.pdf,核心CCL,主要参与者
15,688388,嘉元科技,公司首次覆盖报告：拥抱行业高景气，锂电铜箔龙头迎来量价齐升,买入,开源证券,0,,,,,,,电池,2021-11-12,https://pdf.dfcfw.com/pdf/H3_AP202111121528554583_1.pdf,电子铜箔,主要参与者
55,600183,生益科技,乘汽车新三化东风，覆铜板龙头再起航,买入,民生证券,0,,,,,,,元件,2021-11-09,https://pdf.dfcfw.com/pdf/H3_AP202111091528044141_1.pdf,核心CCL,龙头
16,688388,嘉元科技,三季报点评：Q3业绩亮眼，产能快速扩张,买入,民生证券,0,,,,,,,电池,2021-11-05,https://pdf.dfcfw.com/pdf/H3_AP202111051527262125_1.pdf,电子铜箔,主要参与者
12,600110,诺德股份,2021年三季报点评：铜箔供需持续紧张，龙头产能加速释放,买入,东吴证券,0,,,,,,,电池,2021-11-01,https://pdf.dfcfw.com/pdf/H3_AP202111011526387929_1.pdf,电子铜箔,主要参与者
56,600183,生益科技,公司信息更新报告：Q3覆铜板业务高盈利，2022新品结构优化可期,买入,开源证券,0,,,,,,,元件,2021-10-30,https://pdf.dfcfw.com/pdf/H3_AP202110301525832956_1.pdf,核心CCL,龙头
13,600110,诺德股份,三季报点评：Q3业绩同比大增，铜箔龙头产能不断提升,买入,民生证券,0,,,,,,,电池,2021-10-29,https://pdf.dfcfw.com/pdf/H3_AP202110291525744676_1.pdf,电子铜箔,主要参与者
14,600110,诺德股份,业绩符合预期，供需偏紧，加工费涨价空间仍在,买入,西南证券,0,,,,,,,电池,2021-10-29,https://pdf.dfcfw.com/pdf/H3_AP202110291525744532_1.pdf,电子铜箔,主要参与者
59,600183,生益科技,Q3仍涨价且保持高溢价，有望率先走出周期,买入,国金证券,0,,,,,,,元件,2021-10-28,https://pdf.dfcfw.com/pdf/H3_AP202110281525510674_1.pdf,核心CCL,龙头
58,600183,生益科技,Solid 3Q21; Cost pressure ahead,买入,招银国际,0,,,,,,,元件,2021-10-28,https://pdf.dfcfw.com/pdf/H3_AP202110281525540047_1.pdf,核心CCL,龙头
57,600183,生益科技,Q3归母同比高增，需求提振成长可期,买入,民生证券,0,,,,,,,元件,2021-10-28,https://pdf.dfcfw.com/pdf/H3_AP202110281525598421_1.pdf,核心CCL,龙头
20,688519,南亚新材,公司信息更新报告：2021Q3成本扰动毛利率环比下滑，待高端类放量,买入,开源证券,0,,,,,,,元件,2021-10-28,https://pdf.dfcfw.com/pdf/H3_AP202110281525585239_1.pdf,核心CCL,主要参与者
113,600176,中国巨石,深挖护城河，外延式发展可期,买入,东兴证券,0,,,,,,,玻璃玻纤,2021-10-28,https://pdf.dfcfw.com/pdf/H3_AP202110281525494796_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
114,600176,中国巨石,Q3业绩表现亮眼，看好来年续创辉煌,买入,中银证券,0,,,,,,,玻璃玻纤,2021-10-27,https://pdf.dfcfw.com/pdf/H3_AP202110271525316572_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
21,688519,南亚新材,单位毛利仍溢价，量价利逻辑仍清晰,买入,国金证券,0,,,,,,,元件,2021-10-27,https://pdf.dfcfw.com/pdf/H3_AP202110271525311031_1.pdf,核心CCL,主要参与者
7,603186,华正新材,非经常性利润可持续，新材料布局可期,买入,国金证券,0,,,,,,,元件,2021-10-22,https://pdf.dfcfw.com/pdf/H3_AP202110221524306222_1.pdf,核心CCL,主要参与者
55,002080,中材科技,玻纤持续高度景气，风电锂膜业务平稳,买入,中银证券,0,,,,,,,玻璃玻纤,2021-10-22,https://pdf.dfcfw.com/pdf/H3_AP202110221524298706_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
17,688388,嘉元科技,锂电铜箔供给偏紧，公司持续扩产迎来量价齐升,买入,西南证券,0,,,,,,,电池,2021-10-22,https://pdf.dfcfw.com/pdf/H3_AP202110221524260660_1.pdf,电子铜箔,主要参与者
30,601208,东材科技,Q3业绩符合预期，持续扩产积蓄增长动能,买入,西南证券,0,,,,,,,塑料,2021-10-21,https://pdf.dfcfw.com/pdf/H3_AP202110211524150174_1.pdf,电子树脂（特种树脂）,主要参与者
56,002080,中材科技,公司信息更新报告：风电边际向好，隔膜业务有望重估,买入,开源证券,0,,,,,,,玻璃玻纤,2021-10-21,https://pdf.dfcfw.com/pdf/H3_AP202110211524144741_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
57,002080,中材科技,玻纤成本环比提升，叶片筑底，锂膜趋势不改,买入,西南证券,0,,,,,,,玻璃玻纤,2021-10-21,https://pdf.dfcfw.com/pdf/H3_AP202110211524057802_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
31,601208,东材科技,业绩持续增长，产能逐步投放助力成长,买入,国金证券,0,,,,,,,塑料,2021-10-20,https://pdf.dfcfw.com/pdf/H3_AP202110201523975130_1.pdf,电子树脂（特种树脂）,主要参与者
61,600183,生益科技,公司信息更新报告：2021Q3土地收储影响非经损益，下游需求景气分化,买入,开源证券,0,,,,,,,元件,2021-10-19,https://pdf.dfcfw.com/pdf/H3_AP202110191523696852_1.pdf,核心CCL,龙头
60,600183,生益科技,扣非归母保持高位水平，长期量价利仍可期,买入,国金证券,0,,,,,,,元件,2021-10-19,https://pdf.dfcfw.com/pdf/H3_AP202110191523726130_1.pdf,核心CCL,龙头
15,600110,诺德股份,调研简报：铜箔龙头快速扩产，将实现量价齐升,买入,民生证券,0,,,,,,,电池,2021-09-06,https://pdf.dfcfw.com/pdf/H3_AP202109061514548386_1.pdf,电子铜箔,主要参与者
8,603186,华正新材,CCL扩产221%+产品升级，铝塑膜扩产迎扩容,买入,国金证券,0,,,,,,,元件,2021-09-03,https://pdf.dfcfw.com/pdf/H3_AP202109031513927694_1.pdf,核心CCL,主要参与者
1,002636,金安国纪,公司信息更新报告：2021Q2受益覆铜板提价，尽显盈利弹性,买入,开源证券,0,,,,,,,元件,2021-09-02,https://pdf.dfcfw.com/pdf/H3_AP202109021513711450_1.pdf,核心CCL,主要参与者
22,688519,南亚新材,N6开始投建，加码高端显示迎机会,买入,国金证券,0,,,,,,,元件,2021-08-25,https://pdf.dfcfw.com/pdf/H3_AP202108251512368202_1.pdf,核心CCL,主要参与者
23,688519,南亚新材,公司信息更新报告：江西新厂效率优势突出，投产面向高端显示应用,买入,开源证券,0,,,,,,,元件,2021-08-25,https://pdf.dfcfw.com/pdf/H3_AP202108241512170775_1.pdf,核心CCL,主要参与者
58,002080,中材科技,公司信息更新报告：隔膜业务实现突破，新材料平台有望重估,买入,开源证券,0,,,,,,,玻璃玻纤,2021-08-24,https://pdf.dfcfw.com/pdf/H3_AP202108241512041443_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
59,002080,中材科技,玻纤业绩靓丽，叶片筑底，隔膜趋势向好,买入,西南证券,0,,,,,,,玻璃玻纤,2021-08-19,https://pdf.dfcfw.com/pdf/H3_AP202108191510972441_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
60,002080,中材科技,风电有韧性，玻纤与锂膜高速增长,买入,中银证券,0,,,,,,,玻璃玻纤,2021-08-18,https://pdf.dfcfw.com/pdf/H3_AP202108181510848658_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
115,600176,中国巨石,中报业绩点评：景气度持续兑现 盈利水平创历史新高,买入,申港证券,0,,,,,,,玻璃玻纤,2021-08-18,https://pdf.dfcfw.com/pdf/H3_AP202108181510884919_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
116,600176,中国巨石,精进成长穿越周期，继续坐稳头把交椅,买入,东兴证券,0,,,,,,,玻璃玻纤,2021-08-18,https://pdf.dfcfw.com/pdf/H3_AP202108181510871312_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
117,600176,中国巨石,景气持续，二季度营收与利润均创历史新高,买入,中银证券,0,,,,,,,玻璃玻纤,2021-08-18,https://pdf.dfcfw.com/pdf/H3_AP202108181510848657_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
118,600176,中国巨石,中国巨石2021年半年度业绩点评：受益于玻纤景气度提升，公司业绩高增长,买入,民生证券,0,,,,,,,玻璃玻纤,2021-08-18,https://pdf.dfcfw.com/pdf/H3_AP202108181510809874_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
32,601208,东材科技,业绩高增长，项目落地将进一步助力成长,买入,国金证券,0,,,,,,,塑料,2021-08-18,https://pdf.dfcfw.com/pdf/H3_AP202108181510798174_1.pdf,电子树脂（特种树脂）,主要参与者
62,600183,生益科技,CCL upcycle to continue; Maintain BUY,买入,招银国际,0,,,,,,,元件,2021-08-17,https://pdf.dfcfw.com/pdf/H3_AP202108171510659189_1.pdf,核心CCL,龙头
63,600183,生益科技,全球覆铜板龙头迎量价齐升,买入,西南证券,0,,,,,,,元件,2021-08-17,https://pdf.dfcfw.com/pdf/H3_AP202108171510584889_1.pdf,核心CCL,龙头
9,603186,华正新材,让利客户仍同比高增长，长期成长逻辑不变,买入,国金证券,0,,,,,,,元件,2021-08-16,https://pdf.dfcfw.com/pdf/H3_AP202108161510345328_1.pdf,核心CCL,主要参与者
64,600183,生益科技,公司信息更新报告：2021Q2盈利加速，细分高端覆铜板材料出货,买入,开源证券,0,,,,,,,元件,2021-08-15,https://pdf.dfcfw.com/pdf/H3_AP202108151510221580_1.pdf,核心CCL,龙头
10,603186,华正新材,应收计提短期承压 业务成长趋势确定,增持,上海证券,0,,,,,,,元件,2021-08-13,https://pdf.dfcfw.com/pdf/H3_AP202108131509821195_1.pdf,核心CCL,主要参与者
119,600176,中国巨石,成长为舵 周期为帆,买入,申港证券,0,,,,,,,玻璃玻纤,2021-08-06,https://pdf.dfcfw.com/pdf/H3_AP202108061508408864_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
24,688519,南亚新材,三年有效产能复合增26%，高端产品即将放量,买入,国金证券,0,,,,,,,元件,2021-08-05,https://pdf.dfcfw.com/pdf/H3_AP202108051508166850_1.pdf,核心CCL,主要参与者
65,600183,生益科技,如何看待生益科技的周期性和成长性,买入,国金证券,0,,,,,,,元件,2021-08-04,https://pdf.dfcfw.com/pdf/H3_AP202108041507943344_1.pdf,核心CCL,龙头
17,600110,诺德股份,锂电需求持续提升，铜箔业务高景气成长,买入,西南证券,0,,,,,,,电池,2021-08-03,https://pdf.dfcfw.com/pdf/H3_AP202108031507858185_1.pdf,电子铜箔,主要参与者
16,600110,诺德股份,2021年中报点评：Q2单吨盈利大幅提升，盈利拐点已现,买入,东吴证券,0,,,,,,,电池,2021-08-03,https://pdf.dfcfw.com/pdf/H3_AP202108031507886114_1.pdf,电子铜箔,主要参与者
66,600183,生益科技,涨价带动业绩弹性 产能优化加码成长,增持,上海证券,0,,,,,,,元件,2021-07-30,https://pdf.dfcfw.com/pdf/H3_AP202107301507035829_1.pdf,核心CCL,龙头
67,600183,生益科技,Q2业绩超预期，盈利提升+高端布局释放弹性,买入,国金证券,0,,,,,,,元件,2021-07-27,https://pdf.dfcfw.com/pdf/H3_AP202107271506350538_1.pdf,核心CCL,龙头
25,688519,南亚新材,公司首次覆盖报告：高速覆铜板技术优势突出，加快下游PCB产业配套,买入,开源证券,0,,,,,,,元件,2021-07-12,https://pdf.dfcfw.com/pdf/H3_AP202107121503320328_1.pdf,核心CCL,主要参与者
120,600176,中国巨石,成本领先为基，引领行业结构性高成长,买入,东兴证券,0,,,,,,,玻璃玻纤,2021-06-30,https://pdf.dfcfw.com/pdf/H3_AP202106301500966726_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
18,688388,嘉元科技,铜箔技术迭代叠加产能释放，迎来量利双升,买入,华安证券,0,,,,,,,电池,2021-05-27,https://pdf.dfcfw.com/pdf/H3_AP202105271494278327_1.pdf,电子铜箔,主要参与者
26,688519,南亚新材,激励3年复合增41%，三因素决定基本面改善,买入,国金证券,0,,,,,,,元件,2021-05-13,https://pdf.dfcfw.com/pdf/H3_AP202105131491415561_1.pdf,核心CCL,主要参与者
68,600183,生益科技,公司信息更新报告：2021Q1覆铜板业务量价齐升，盈利逐季向上,买入,开源证券,0,,,,,,,元件,2021-05-06,https://pdf.dfcfw.com/pdf/H3_AP202105061490077925_1.pdf,核心CCL,龙头
